[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-18 20:24:43] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-18 20:24:43] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479\
[2024-12-18 20:24:43] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/peliculas_copauyuni/
[2024-12-18 20:26:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 631
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff113f8f-K0If5m.tmp
[2024-12-18 20:26:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common-modules.js?simply_static_page=299
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common-modules.js?simply_static_page=299
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:103] Filesize: 304107 bytes
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common-modules.js
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff113f8f-K0If5m.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/common-modules.js
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:25] [class-ss-page.php:119] Checking Content Identical:bc84b407a1ae924fe9f66afea8cb8aa5940ec2ac===. Value: FALSE
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-12-18 20:26:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 631
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff1514d5-rzL834.tmp
[2024-12-18 20:26:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common-modules.min.js?simply_static_page=300
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common-modules.min.js?simply_static_page=300
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:103] Filesize: 106592 bytes
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff1514d5-rzL834.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:25] [class-ss-page.php:119] Checking Content Identical:30ec928b9bd6cd5f23bb38dfd3f0fd4556127459===. Value: FALSE
[2024-12-18 20:26:25] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 250 of 631 pages/files
[2024-12-18 20:26:25] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-18 20:26:25] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-18 20:26:25] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:69] Total pages: 631; Pages remaining: 331
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.js
[2024-12-18 20:26:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 631
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff18e173-WXgMe5.tmp
[2024-12-18 20:26:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.js?simply_static_page=301
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.js?simply_static_page=301
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:103] Filesize: 427475 bytes
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common.js
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff18e173-WXgMe5.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/common.js
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:25] [class-ss-page.php:119] Checking Content Identical:e20f49c3f4267a0dde520ac57f566acdc123baf4===. Value: FALSE
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js
[2024-12-18 20:26:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 631
[2024-12-18 20:26:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff1f1c5c-uJD931.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js?simply_static_page=302
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js?simply_static_page=302
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 160783 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common.min.js
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff1f1c5c-uJD931.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/common.min.js
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:26] [class-ss-page.php:119] Checking Content Identical:05082b5452bcfa7d687c0839afa7204b1d4a5f27===. Value: FALSE
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt
[2024-12-18 20:26:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 631
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2426bd-buFqKO.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt?simply_static_page=303
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt?simply_static_page=303
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2426bd-buFqKO.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:26] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.31aad77620f461830ce9.bundle.min.js
[2024-12-18 20:26:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 631
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff263f9f-FUBCZK.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.31aad77620f461830ce9.bundle.min.js?simply_static_page=304
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.31aad77620f461830ce9.bundle.min.js?simply_static_page=304
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 9932 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/contact-buttons.31aad77620f461830ce9.bundle.min.js
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff263f9f-FUBCZK.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/contact-buttons.31aad77620f461830ce9.bundle.min.js
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:26] [class-ss-page.php:119] Checking Content Identical:04da2ec01d56c2720428a4a6f4057c3bd64940ba===. Value: FALSE
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.a5e2cc7274ba4c94eb66.bundle.js
[2024-12-18 20:26:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 631
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff286175-jxPHHt.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.a5e2cc7274ba4c94eb66.bundle.js?simply_static_page=305
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/contact-buttons.a5e2cc7274ba4c94eb66.bundle.js?simply_static_page=305
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 18171 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/contact-buttons.a5e2cc7274ba4c94eb66.bundle.js
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff286175-jxPHHt.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/contact-buttons.a5e2cc7274ba4c94eb66.bundle.js
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:26] [class-ss-page.php:119] Checking Content Identical:8610fab3b014a28ae205c7989f41b0f3e2eb46d8===. Value: FALSE
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.js
[2024-12-18 20:26:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 631
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2aaa4c-1DkZRW.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.js?simply_static_page=306
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.js?simply_static_page=306
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 55149 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/container-converter.js
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2aaa4c-1DkZRW.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/container-converter.js
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:26] [class-ss-page.php:119] Checking Content Identical:8b563917f488d8760b0b0ec413ce1526f2337f23===. Value: FALSE
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.min.js
[2024-12-18 20:26:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 631
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2d715b-MBVnMU.tmp
[2024-12-18 20:26:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.min.js?simply_static_page=307
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container-converter.min.js?simply_static_page=307
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:103] Filesize: 19312 bytes
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/container-converter.min.js
[2024-12-18 20:26:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff2d715b-MBVnMU.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/container-converter.min.js
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:27] [class-ss-page.php:119] Checking Content Identical:a0be92260bc3a00d24cbacf2ac5a1582bd7aaeb3===. Value: FALSE
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js
[2024-12-18 20:26:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 631
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff309563-vLlf3u.tmp
[2024-12-18 20:26:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js?simply_static_page=308
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js?simply_static_page=308
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:103] Filesize: 18265 bytes
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff309563-vLlf3u.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/container.a7f0a15dfa05df34e1f7.bundle.js
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:27] [class-ss-page.php:119] Checking Content Identical:9c9bd16f8cbddb0743fac27aab5848868cabcb81===. Value: FALSE
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js
[2024-12-18 20:26:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 631
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff337327-0Mlvsf.tmp
[2024-12-18 20:26:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js?simply_static_page=309
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js?simply_static_page=309
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:103] Filesize: 9822 bytes
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff337327-0Mlvsf.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/container.c65a2a923085e1120e75.bundle.min.js
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:27] [class-ss-page.php:119] Checking Content Identical:0f4b3d74876556185ade54dfbf83605ce83db872===. Value: FALSE
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js
[2024-12-18 20:26:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 631
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff35c5d8-1FLXIu.tmp
[2024-12-18 20:26:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js?simply_static_page=310
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js?simply_static_page=310
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:103] Filesize: 912 bytes
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff35c5d8-1FLXIu.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/counter.02cef29c589e742d4c8c.bundle.min.js
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:27] [class-ss-page.php:119] Checking Content Identical:61406c798967bbdbb674c81df2fc6f5697e6dcc5===. Value: FALSE
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js
[2024-12-18 20:26:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 631
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632ff38b180-1ECfvc.tmp
[2024-12-18 20:26:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js?simply_static_page=311
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js?simply_static_page=311
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:103] Filesize: 1628 bytes
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js
[2024-12-18 20:26:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632ff38b180-1ECfvc.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/js/counter.3f74a246dff765f39aea.bundle.js
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:26:27] [class-ss-page.php:119] Checking Content Identical:8b5e446fe490849a513e51a9a36c38b74bc19f06===. Value: FALSE
[2024-12-18 20:26:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/js/d91e4d7f57d57af2aab9.bundle.min.js
[2024-12-18 20:26:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 631
