[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-18 20:24:43] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-18 20:24:43] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479\
[2024-12-18 20:24:43] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/peliculas_copauyuni/
[2024-12-18 20:25:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:35] [class-ss-page.php:119] Checking Content Identical:6578a76db4c8a61d3db5e6bbeb98eedc56e5c87d===. Value: FALSE
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-12-18 20:25:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 631
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc006246-eQO18Z.tmp
[2024-12-18 20:25:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=146
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=146
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:103] Filesize: 76001 bytes
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc006246-eQO18Z.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:36] [class-ss-page.php:119] Checking Content Identical:8262a0b66cc08f003335a52c844f07009b481ea1===. Value: FALSE
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-12-18 20:25:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 631
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc046f81-jps47H.tmp
[2024-12-18 20:25:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=147
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=147
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:103] Filesize: 24294 bytes
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc046f81-jps47H.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:36] [class-ss-page.php:119] Checking Content Identical:1dc6f7f27ac91f3d210242ef485558e446c80120===. Value: FALSE
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-12-18 20:25:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 631
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc081c7e-QAXRKI.tmp
[2024-12-18 20:25:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:103] Filesize: 20021 bytes
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc081c7e-QAXRKI.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:36] [class-ss-page.php:119] Checking Content Identical:724786458fe7526b75ed252e8e082a1e4cc658d7===. Value: FALSE
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-12-18 20:25:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 631
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc0b4db6-AhhP7c.tmp
[2024-12-18 20:25:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:103] Filesize: 431662 bytes
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc0b4db6-AhhP7c.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:36] [class-ss-page.php:119] Checking Content Identical:490eaf732d1bdb87799f834b3f4d24fd980dc14e===. Value: FALSE
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-12-18 20:25:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 631
[2024-12-18 20:25:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc0e441b-MKL9Fo.tmp
[2024-12-18 20:25:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2024-12-18 20:25:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2024-12-18 20:25:37] [class-ss-url-fetcher.php:103] Filesize: 221240 bytes
[2024-12-18 20:25:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-12-18 20:25:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-12-18 20:25:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc0e441b-MKL9Fo.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-12-18 20:25:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:37] [class-ss-page.php:119] Checking Content Identical:05585fe17b2e683b43da4387b589a68ec666adf5===. Value: FALSE
[2024-12-18 20:25:37] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 100 of 631 pages/files
[2024-12-18 20:25:37] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-18 20:25:43] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-18 20:25:43] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:69] Total pages: 631; Pages remaining: 481
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-12-18 20:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 631
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc773e40-QVxeBI.tmp
[2024-12-18 20:25:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:103] Filesize: 334628 bytes
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc773e40-QVxeBI.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:43] [class-ss-page.php:119] Checking Content Identical:2bc876f7b507c137d8e6b05d9d3a37258403fce5===. Value: FALSE
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-12-18 20:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 631
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc7b97a7-kJRB3H.tmp
[2024-12-18 20:25:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:103] Filesize: 221080 bytes
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc7b97a7-kJRB3H.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:43] [class-ss-page.php:119] Checking Content Identical:a2f418f9aaf86742ff3eb5b49f8860321106e7c5===. Value: FALSE
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-12-18 20:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 631
[2024-12-18 20:25:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc7ec97d-FCh1zC.tmp
[2024-12-18 20:25:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2024-12-18 20:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:103] Filesize: 120456 bytes
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc7ec97d-FCh1zC.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:44] [class-ss-page.php:119] Checking Content Identical:f5ea81f44dc72e5466757195e08f11554c15c768===. Value: FALSE
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-12-18 20:25:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 631
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc819f79-ejoyjG.tmp
[2024-12-18 20:25:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:103] Filesize: 98472 bytes
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc819f79-ejoyjG.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:44] [class-ss-page.php:119] Checking Content Identical:bc0b66dd620414b5341c6fdc901c49c09ae75061===. Value: FALSE
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-12-18 20:25:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 631
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc83c9a7-lNMFej.tmp
[2024-12-18 20:25:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=155
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=155
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:103] Filesize: 18074 bytes
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc83c9a7-lNMFej.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:44] [class-ss-page.php:119] Checking Content Identical:774aebfda01afae3721f7534d33168e384dc50b3===. Value: FALSE
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-12-18 20:25:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 631
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc87a037-lqm8OX.tmp
[2024-12-18 20:25:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=156
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=156
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:103] Filesize: 95387 bytes
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc87a037-lqm8OX.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:44] [class-ss-page.php:119] Checking Content Identical:ec1ba8a9b81e332d47daf8769fc13a655717f386===. Value: FALSE
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-12-18 20:25:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 631
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc8b27c3-okrsRx.tmp
[2024-12-18 20:25:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=157
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=157
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:103] Filesize: 16167 bytes
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-12-18 20:25:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc8b27c3-okrsRx.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:25:44] [class-ss-page.php:119] Checking Content Identical:5532dc7b582004089698f004af4e1648fb4eb37c===. Value: FALSE
[2024-12-18 20:25:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2024-12-18 20:25:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 631
[2024-12-18 20:25:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67632fc902648-ZTdsZk.tmp
[2024-12-18 20:25:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=158
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=158
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:103] Filesize: 50680 bytes
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2024-12-18 20:25:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/67632fc902648-ZTdsZk.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2024-12-18 20:25:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:25:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
